store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,thumbnail,url_key,url_path,options_container,image_label,small_image_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,kitnekaa_product_code,manufacturer_product_code,tools_construction,tools_tip_material,kitnekaa_manufacturer,seller,rbi_material_to_cut,rbi_coating,rbi_machine,rbi_inner_diameter_in_mm,rbi_radius_in_mm,rbi_diameter_in_mm,rbi_height_of_cut_in_mm,rbi_cutting_depth_in_mm,rbi_angle_in_degrees,rbi_length_in_mm,rbi_diameter_of_shank_in_mm,rbi_rotation,rbi_application,price,special_price,weight,msrp,status,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,page_layout,gift_message_available,is_recurring,website,_media_image,_media_lable,_media_position,_media_is_disabled
admin,base,Router Bits,simple,101,195.081.11,0,Solid Carbide Upcut Spiral Bits With Chip-Breaker,,,,195-081-11,195-081-11.html,Product Info Column,,,Italy,Use config,Use config,,195.081.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",No Coating,"CNC Machine , Portable Router",,,8,32,,,80,8,RH,"Ripping, Template Routing, Panel Sizing ",6182.7,6182.7,0.04,,Enabled,"Catalog, Search",None,1. Premium Quality HWM.</br> 2. 3 Spiral Cutting Edges [Z3R].</br> 3. Chip Breaker Teeth.</br> 4. Max 0.3mm Tooth Depth.</br> 5. Provide Excellent Finish On The Upper Side Of The Workpiece.</br> 6. Downward Chip Ejection.,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Solid Carbide Upcut Spiral Bits With Chip-Breaker,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,198.001.11,0,Solid Carbide Spiral Upcut  Bits,,,,198-001-11,198-001-11.html,Product Info Column,,,Italy,Use config,Use config,,198.001.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Laminated Panels , Plastic , Solidwood",No Coating,"CNC Machine , Portable Router",,,3.18,12.7,,,50.8,6.35,RH,"Cutting, Copying, Panel Sizing ",3552,3552,0.06,,Enabled,"Catalog, Search",None,1. Provide Excellent Finish On The Lower Side Of The Workpiece.</br> 2. Upward Chip Ejection.,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Solid Carbide Spiral Upcut  Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,198.060.11,0,Solid Carbide Spiral Upcut  Bits,,,,198-060-11,198-060-11.html,Product Info Column,,,Italy,Use config,Use config,,198.060.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Laminated Panels , Plastic , Solidwood",No Coating,"CNC Machine , Portable Router",,,6,22,,,60,6,RH,"Cutting, Copying, Panel Sizing ",4539.9,4539.9,0.02,,Enabled,"Catalog, Search",None,1. Provide Excellent Finish On The Lower Side Of The Workpiece.</br> 2. Upward Chip Ejection.,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Solid Carbide Spiral Upcut  Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,660.350.11,0,Rabbeting Bit ,,,,660-350-11,660-350-11.html,Product Info Column,,,Italy,Use config,Use config,,660.350.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , MDF",PTFE Coated,Portable Router,,,9.5,34.9,12,,55,8,RH,Rabbeting,8103,8103,0.15,,Enabled,"Catalog, Search",None,1. Super Strength Steel.</br> 2. 1 HW Precision Insert Knife [Z2].,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Rabbeting Bit ,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,706.064.11,0,Flush Trim Bits,,,,706-064-11,706-064-11.html,Product Info Column,,,Italy,Use config,Use config,,706.064.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",PTFE Coated,"Portable Router , Table Mounted Router",,,6.35,25.4,,,63.5,6,RH,Finishing,3885,3885,0.05,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Flush Trim Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,906.095.11,0,Flush Trim Bits,,,,906-095-11,906-095-11.html,Product Info Column,,,Italy,Use config,Use config,,906.095.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",PTFE Coated,"Portable Router , Table Mounted Router",,,9.5,25.4,,,68.2,8,RH,Finishing,3096.9,3096.9,0.06,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Flush Trim Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,906.127.11,0,Flush Trim Bits,,,,906-127-11,906-127-11.html,Product Info Column,,,Italy,Use config,Use config,,906.127.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",PTFE Coated,"Portable Router , Table Mounted Router",,,12.7,25.4,,,70.7,8,RH,Finishing,3096.9,3096.9,0.07,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Flush Trim Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,906.627.11,0,Flush Trim Bits,,,,906-627-11,906-627-11.html,Product Info Column,,,Italy,Use config,Use config,,906.627.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",PTFE Coated,"Portable Router , Table Mounted Router",,,12.7,25.4,,,86.6,12,RH,Finishing,3207.9,3207.9,0.1,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Flush Trim Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,906.630.11,0,Flush Trim Bits,,,,906-630-11,906-630-11.html,Product Info Column,,,Italy,Use config,Use config,,906.630.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Composite , Solidwood",PTFE Coated,"Portable Router , Table Mounted Router",,,12.7,50.8,,,103.7,12,RH,Finishing,4517.7,4517.7,0.15,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Flush Trim Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.030.11,0,Straight Bits,,,,911-030-11,911-030-11.html,Product Info Column,,,Italy,Use config,Use config,,911.030.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,3,8,,,50,12,RH,"Mortise, Tenon, Biscuit Joint, Rabbet, Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",2619.6,2619.6,0.06,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.540.11,0,Straight Bits,,,,911-540-11,911-540-11.html,Product Info Column,,,Italy,Use config,Use config,,911.540.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,4,10,,,58.3,12,RH,"Mortise, Tenon, Biscuit Joint, Rabbet, Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",2797.2,2797.2,0.07,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.060.11,0,Straight Bits,,,,911-060-11,911-060-11.html,Product Info Column,,,Italy,Use config,Use config,,911.060.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,6,16,,,50,8,RH,"Mortise, Tenon, Biscuit Joint, Rabbet, Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",2797.2,2797.2,0.06,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.560.11,0,Straight Bits,,,,911-560-11,911-560-11.html,Product Info Column,,,Italy,Use config,Use config,,911.560.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,6,19,,,63.5,12,RH,"Mortise, Tenon, Biscuit Joint, Rabbet, Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",3230.1,3230.1,0.08,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.080.11,0,Straight Bits,,,,911-080-11,911-080-11.html,Product Info Column,,,Italy,Use config,Use config,,911.080.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,8,20,,,50,8,RH,"Mortise, Tenon, Biscuit Joint, Rabbet, Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",2886,2886,0.06,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.620.11,0,Straight Bits,,,,911-620-11,911-620-11.html,Product Info Column,,,Italy,Use config,Use config,,911.620.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,12,25.4,,,63.5,12,RH,"Mortise, Tenon, Biscuit Joint, Rabbet,Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",3152.4,3152.4,0.08,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.150.11,0,Straight Bits,,,,911-150-11,911-150-11.html,Product Info Column,,,Italy,Use config,Use config,,911.150.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,15,20,,,57.2,8,RH,"Mortise, Tenon, Biscuit Joint, Rabbet,Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",2974.8,2974.8,0.07,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,911.190.11,0,Straight Bits,,,,911-190-11,911-190-11.html,Product Info Column,,,Italy,Use config,Use config,,911.190.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,Plywood,PTFE Coated,"Portable Router , Table Mounted Router",,,19,20,,,57.2,8,RH,"Mortise, Tenon, Biscuit Joint, Rabbet,Right Angle Joint, Union, Tongue Joint, Groove Joint, Box Joint",3307.8,3307.8,0.07,,Enabled,"Catalog, Search",None,For Precision Work On Laminates Or Quick Template Work With Excellent Finishing,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,712.030.11,0,Straight Bits,,,,712-030-11,712-030-11.html,Product Info Column,,,Italy,Use config,Use config,,712.030.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,,3,11,,,60,6,RH,"Slot, Grooving",2919.3,2919.3,0.05,,Enabled,"Catalog, Search",None,Re-Groove Door & Window Frames,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,712.040.11,0,Straight Bits,,,,712-040-11,712-040-11.html,Product Info Column,,,Italy,Use config,Use config,,712.040.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,,4,12,,,60,6,RH,"Slot, Grooving",2919.3,2919.3,0.06,,Enabled,"Catalog, Search",None,Re-Groove Door & Window Frames,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Straight Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,914.032.11,0,Round Nose Bits,,,,914-032-11,914-032-11.html,Product Info Column,,,Italy,Use config,Use config,,914.032.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,1.6,3.2,9.5,,,50.8,8,RH,Round Nose,3085.8,3085.8,0.06,,Enabled,"Catalog, Search",None,Solid Carbide Or With Carbide Tipped Flutes Let You Create Engraving In Any Wood Or Wood Product.,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Round Nose Bits,0,simple,,,,,,,,,,
admin,base,Router Bits,simple,101,927.040.11,0,Ovolo bits,,,,927-040-11,927-040-11.html,Product Info Column,,,Italy,Use config,Use config,,927.040.11,Steel,Tungsten Carbide,CMT Utensili,Total Tools & Equipment (P) Ltd.,"Hardwood , Softwood",PTFE Coated,"Portable Router , Table Mounted Router",,4,19,12,,,43.8,8,RH,Round Edge,3352.2,3352.2,0.06,,Enabled,"Catalog, Search",None,Solid Carbide Or With Carbide Tipped Flutes Let You Create Engraving In Any Wood Or Wood Product.,Up-Cut Spiral Bit Solid HW D= 4X15X60 Z2 RH,,,9/7/2015 0:00,,,,,,100,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,Ovolo bits,0,simple,,,,,,,,,,
